"De","Para"
"C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\GUILLON\KAMILLA","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\GUILLON\Kamilla"
"C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\GUILLON\JOSE ANTONIO DE SOUZA","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\GUILLON\Jose Antonio de Souza"
"C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\ACERTO DE CONTAS","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\Acerto de Contas"
"C:\Users\mauri\OneDrive\Documentos\02 - Saúde\FITNESS\DIETAS","C:\Users\mauri\OneDrive\Documentos\02 - Saúde\FITNESS\Dietas"
"C:\Users\mauri\OneDrive\Documentos\02 - Saúde\FITNESS\BIOIMPEDÂNCIA","C:\Users\mauri\OneDrive\Documentos\02 - Saúde\FITNESS\Bioimpedância"
"C:\Users\mauri\OneDrive\Documentos\02 - Saúde\FITNESS\REMÉDIOS MANIPULADOS","C:\Users\mauri\OneDrive\Documentos\02 - Saúde\FITNESS\Remédios Manipulados"
"C:\Users\mauri\OneDrive\Documentos\02 - Saúde\FITNESS\EXAMES","C:\Users\mauri\OneDrive\Documentos\02 - Saúde\FITNESS\Exames"
"C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Câmara dos Deputados - posse e processos (concurso CD)\TÍTULOS","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Câmara dos Deputados - posse e processos (concurso CD)\Títulos"
"C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Câmara dos Deputados - posse e processos (concurso CD)\NOMEAÇÃO","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Câmara dos Deputados - posse e processos (concurso CD)\Nomeação"
"C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Câmara dos Deputados - posse e processos (concurso CD)\INTERVENÇÃO","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Câmara dos Deputados - posse e processos (concurso CD)\Intervenção"
"C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Câmara dos Deputados - posse e processos (concurso CD)\MANDADO DE SEGURANÇA","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Câmara dos Deputados - posse e processos (concurso CD)\Mandado de Segurança"
"C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\CONTAS\MATHEUS","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\CONTAS\Matheus"
"C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\CONTAS\FATURAS","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\CONTAS\Faturas"
"C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\CIDADANIA ITALIANA\REGISTRO DE ESTRANGEIROS","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\CIDADANIA ITALIANA\Registro de Estrangeiros"
"C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\CIDADANIA ITALIANA\VAPOR MALABAR","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\CIDADANIA ITALIANA\Vapor Malabar"
"C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Câmara dos Deputados - posse e processos (concurso CD)\APELAÇÃO","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Câmara dos Deputados - posse e processos (concurso CD)\Apelação"
"C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Câmara dos Deputados - posse e processos (concurso CD)\EMBARGOS DE DECLARAÇÃO","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Câmara dos Deputados - posse e processos (concurso CD)\Embargos de Declaração"
"C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\CONTAS\CAROL","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\CONTAS\Carol"
"C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Câmara dos Deputados - posse e processos (concurso CD)\AGRAVO DE INSTRUMENTO","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Câmara dos Deputados - posse e processos (concurso CD)\Agravo de Instrumento"
"C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\MPMG","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\Mpmg"
"C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\PGDF","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\Pgdf"
"C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\NOTARIAL","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\Notarial"
"C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\ARQUIVOS","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\Arquivos"
"C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\ENAC","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\Enac"
"C:\Users\mauri\OneDrive\Documentos\12 - Consultoria Legislativa\STs\TVR","C:\Users\mauri\OneDrive\Documentos\12 - Consultoria Legislativa\STs\Tvr"
"C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\TJDFT","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\Tjdft"
"C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\PGESP","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\Pgesp"
"C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\PGE-GO","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\Pge-go"
"C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\TCDF","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\Tcdf"
"C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\SENADO","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\Senado"
"C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\REFORMA DA PREVIDÊNCIA","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\Reforma da Previdência"
"C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\POSSE","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\Posse"
"C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\CIDADANIA ITALIANA\BIBLIOGRAFIA","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\CIDADANIA ITALIANA\Bibliografia"
"C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\VOTO IMPRESSO","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\Voto Impresso"
"C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\NOTION","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\Notion"
"C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\NOVO CÓDIGO ELEITORAL","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TSE\Novo Código Eleitoral"
"C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\AFT","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\1_CONCURSOS\Aft"
"C:\Users\mauri\OneDrive\Documentos\12 - Consultoria Legislativa\TEMAS SELECIONADOS","C:\Users\mauri\OneDrive\Documentos\12 - Consultoria Legislativa\Temas Selecionados"
"C:\Users\mauri\OneDrive\Documentos\12 - Consultoria Legislativa\LEGISLAÇÃO TOTAL","C:\Users\mauri\OneDrive\Documentos\12 - Consultoria Legislativa\Legislação Total"
"C:\Users\mauri\OneDrive\Documentos\12 - Consultoria Legislativa\REDES SOCIAIS","C:\Users\mauri\OneDrive\Documentos\12 - Consultoria Legislativa\Redes Sociais"
"C:\Users\mauri\OneDrive\Documentos\08 - Veículos\REVISÕES","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\Revisões"
"C:\Users\mauri\OneDrive\Documentos\08 - Veículos\GARMIN","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\Garmin"
"C:\Users\mauri\OneDrive\Documentos\12 - Consultoria Legislativa\PLENÁRIO","C:\Users\mauri\OneDrive\Documentos\12 - Consultoria Legislativa\Plenário"
"C:\Users\mauri\OneDrive\Documentos\08 - Veículos\CRUZE","C:\Users\mauri\OneDrive\Documentos\08 - Veículos\Cruze"
"C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CAROL","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\Carol"
"C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\ICONE","C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\Icone"
"C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\NOTION","C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\Notion"
"C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\MENSAGENS","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\Mensagens"
"C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\CIDADANIA ITALIANA","C:\Users\mauri\OneDrive\Documentos\01 - Pessoal e identidade\Cidadania Italiana"
"C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\GOPRO","C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\Gopro"
"C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\CERTIFICADO DIGITAL","C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\Certificado Digital"
"C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\BLUETOOTH","C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\Bluetooth"
"C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\SENHAS","C:\Users\mauri\OneDrive\Documentos\10 - Tecnologia e dispositivos\Senhas"
"C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\ESTUDOS ESPÍRITAS","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\Estudos Espíritas"
"C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CATEQUESE","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\Catequese"
"C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\CASAMENTO","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\Casamento"
"C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\GIOVANNA","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\Giovanna"
"C:\Users\mauri\OneDrive\Documentos\11 - Diversos\LIXO DA VIZINHANÇA","C:\Users\mauri\OneDrive\Documentos\11 - Diversos\Lixo da Vizinhança"
"C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\JESUS","C:\Users\mauri\OneDrive\Documentos\09 - Família, religião e mensagens\Jesus"
"C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\INVENTÁRIO","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\Inventário"
"C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\GUILLON","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\Guillon"
"C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\PROCESSOS","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\Processos"
"C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\PROBLEMA AEED","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\Problema Aeed"
"C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\IMÓVEL CEF","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\Imóvel CEF"
"C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO SQSW 105","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\Apto SQSW 105"
"C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\REURB","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\Reurb"
"C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\MYKONOS","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\Mykonos"
"C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TCE_MS","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\Tce_ms"
"C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\ITALIANO","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\Italiano"
"C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\TESE","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\Tese"
"C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\MAPAS DA LULU","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\Mapas da Lulu"
"C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\TOTALIZAÇÃO","C:\Users\mauri\OneDrive\Documentos\05 - Jurídico e trabalho\Totalização"
"C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\AULAS DO YOUTUBE","C:\Users\mauri\OneDrive\Documentos\06 - Estudos, concursos e leitura\Aulas do Youtube"
"C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO CATHERINE","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\Apto Catherine"
"C:\Users\mauri\OneDrive\Documentos\02 - Saúde\UNIMED","C:\Users\mauri\OneDrive\Documentos\02 - Saúde\Unimed"
"C:\Users\mauri\OneDrive\Documentos\02 - Saúde\OFTALMO","C:\Users\mauri\OneDrive\Documentos\02 - Saúde\Oftalmo"
"C:\Users\mauri\OneDrive\Documentos\02 - Saúde\CIRURGIA","C:\Users\mauri\OneDrive\Documentos\02 - Saúde\Cirurgia"
"C:\Users\mauri\OneDrive\Documentos\07 - Viagens\VIAGENS","C:\Users\mauri\OneDrive\Documentos\07 - Viagens\Viagens"
"C:\Users\mauri\OneDrive\Documentos\02 - Saúde\FITNESS","C:\Users\mauri\OneDrive\Documentos\02 - Saúde\Fitness"
"C:\Users\mauri\OneDrive\Documentos\02 - Saúde\DENTISTA","C:\Users\mauri\OneDrive\Documentos\02 - Saúde\Dentista"
"C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\CONSÓRCIO","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\Consórcio"
"C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\VIVARA","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\Vivara"
"C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\SERASA","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\Serasa"
"C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO 409 SUL","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\Apto 409 Sul"
"C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\APTO 216 NORTE","C:\Users\mauri\OneDrive\Documentos\04 - Imóveis\Apto 216 Norte"
"C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\CONTAS","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\Contas"
"C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\SEGUROS","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\Seguros"
"C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\MOBILLS","C:\Users\mauri\OneDrive\Documentos\03 - Financeiro\Mobills"
